AccX5,AccY5,AccZ5,GyrX5,GyrY5,GyrZ5,AccX6,AccY6,AccZ6,GyrX6,GyrY6,GyrZ6,AccX7,AccY7,AccZ7,GyrX7,GyrY7,GyrZ7,AccX8,AccY8,AccZ8,GyrX8,GyrY8,GyrZ8,AccX9,AccY9,AccZ9,GyrX9,GyrY9,GyrZ9,AccX10,AccY10,AccZ10,GyrX10,GyrY10,GyrZ10,AccX11,AccY11,AccZ11,GyrX11,GyrY11,GyrZ11,AccX12,AccY12,AccZ12,GyrX12,GyrY12,GyrZ12,AccX13,AccY13,AccZ13,GyrX13,GyrY13,GyrZ13,AccX14,AccY14,AccZ14,GyrX14,GyrY14,GyrZ14,AccX15,AccY15,AccZ15,GyrX15,GyrY15,GyrZ15,AccX16,AccY16,AccZ16,GyrX16,GyrY16,GyrZ16,AccX17,AccY17,AccZ17,GyrX17,GyrY17,GyrZ17,AccX18,AccY18,AccZ18,GyrX18,GyrY18,GyrZ18,AccX19,AccY19,AccZ19,GyrX19,GyrY19,GyrZ19,AccX20,AccY20,AccZ20,GyrX20,GyrY20,GyrZ20,Label
18,-27,-23.8,-788.8,-20.2,-376.2,-10,5,-3.2,-1114.8,-53,-475,-10.4,10.6,8.2,-939,-90.2,-319,-11.8,9.4,28.8,-799.6,50.8,-128.4,-9,37.8,26.4,-415.4,-76,34.8,-19,82.2,55.4,709,-158,197.6,-20.2,13,32.4,976.6,62,260,-2,-37.6,-0.4,-12.2,105.2,7.6,-4.2,27,18.8,-35,-31.2,67.6,-14.2,57,39.6,1114.2,-55.2,299.2,6.2,-51.2,-15,308.6,86.4,28.2,-0.2,-4.8,-7,-181,8.2,-75.6,-2.8,9.8,8,127.4,31,43.4,3.4,-5,-3.2,-13,-5.8,-23.8,-9.8,15,16.6,772,-37.4,378.8,6.6,25,-12.2,1558.2,151.4,573.6,tilt right
21.8,-66,-48.8,-672.2,-173.2,-272.8,2.2,-1.8,6,-938.2,-42,-397.8,-6.4,-22.8,-4.8,-742.8,-92.6,-343,-4.2,-7.8,3.8,-944.4,-43.4,-291.6,-11.6,6.8,6,-1066.2,96,-200,-14.4,57.8,50.6,-220.4,-40.6,105.6,4.4,54.2,43.2,286.6,-287.2,63.6,-23,14,20.2,618.6,28.4,131,-22.8,-19,13.8,296.6,169.6,129.6,3.6,37.4,41.2,102,-87.2,158.6,5,38,13,435.6,-91.6,-20.2,-17.8,-23.6,3.4,904,102,170.6,1,-30,-11,-219.4,-1.8,-41.2,-3.8,29.8,18,-36.8,43,-46.8,17.2,0,-36.4,1763.6,131,567.4,14.8,-52,-74.8,1181.6,107.2,406.2,tilt right
19.4,-24.4,-4,-1275.6,-81.6,-396.2,-9,19,15.6,-1240.6,-32,-532.2,-19.4,-7.6,-1.2,-1695.6,83,-552.8,5.8,85.2,26.8,-664.6,-165.2,10.2,-30.8,66.4,75.8,1868.2,-180.2,607.4,-30.6,-50,42,659.6,106,77.4,9.8,-5.8,-29.2,-1074.8,203.6,-331.2,-6.6,76.6,38.4,559.2,-266.2,406,-27.8,8,56.4,1659,177.6,371.8,12.2,-58.6,-33.2,-269.4,-57.6,-40.6,-1.6,24,7.4,-3,56.8,-30.8,-1.4,2.8,8.4,174.2,20.6,82.4,0.6,-6.2,-6.4,-61.6,-9,-14.2,-1.6,2.4,1.6,262.4,21.2,132.6,13.8,-8.2,-17.4,944.2,27.4,348,13.4,-37,-40,727,15,238.2,tilt right
-0.4,-31.2,-9.4,-730.8,-68.8,-285,-1.6,6.4,3.8,-475.4,-27.2,-202.2,1.8,-12,-6.2,-603.2,-87,-260.4,-5,1.4,4.8,-1042.4,-25.6,-315.4,-20,12,22,-925.6,128,-215.2,-6.2,64,33.8,-253.4,-149,54.2,-14.8,63.8,61.2,1005.4,-183.8,299.6,-10,-10.6,20.2,937.6,188,215.4,-8.8,-51,-1.4,-530.4,93.8,-151.2,-2.4,73.2,25.2,163.8,-242.8,161.8,-17.4,18.2,41.8,1312.6,122,296.2,9.6,16.2,-36.2,-479.2,-98.8,53,-2.4,56.4,-13.6,-676,-186.6,-24,-10.6,15.8,10.4,735.6,178.6,102.6,-1,1.2,6.4,692,226.2,39,1,77.8,-8,243.4,108.2,151.4,tilt left
-4.8,-25.6,9.6,-200.6,-128.8,-106.2,-5.4,-31.6,9.6,-103.4,-65.4,116,14.8,-26.2,5.2,-534.4,-102.4,-157.2,2.4,7.4,7.6,-577,-146,-244.8,-15,8,8.8,108.8,-21.4,16.2,-4.8,-8.2,1.6,-12,-11,56.2,3.2,7.4,-3.6,21.6,28,20.8,1.2,1,-1,5.8,19.2,15.2,-0.6,1.6,-2.2,-13.2,-8.4,1,-1.2,1.8,0.2,-11.8,-13.6,23.2,0.4,1.2,-0.8,-36,10.6,-17.6,-2,35,-15.8,-866.8,-152.4,-82,-12,74.8,-13,-576.2,-135.4,-80,-5.2,23.8,-1,660.8,123.4,70.8,7.2,-13.8,-6,621.4,126.6,73.6,2.6,23.4,-20,-470.2,-72.4,-61.2,tilt left
11.2,-51.4,4.8,-353.8,-86.4,-123.4,13.4,-29.6,9.6,-824.8,-165.4,-344.6,-16.4,3.8,18.8,-346.6,-105.2,-40.2,1.6,-16,0.2,224,-15.2,154,17.8,-42,-1,-606.2,-112,-229.8,-3.8,11,-0.6,-716.4,-70,-271,-20.2,23.6,18.2,129,-46,79.6,8.2,-6.2,-4.6,131,34.4,31.6,-2,-2.6,-3.8,-111.4,15.6,-15,-1.8,5.8,1,-27,12.8,9,1.2,6,0.8,19.6,-4.8,5.4,-8,57.8,-11.4,133.8,4.6,64.6,-14.6,62.4,-5.2,324.4,123.4,32.2,-9.4,8.8,10.6,786.6,219.8,93,9,-17.2,-1.2,743.8,171.8,239.4,9,10,-26.8,321.4,66.8,219.8,tilt left
5.4,-1.8,20.4,-325,-97.8,-72.6,11.4,-8.2,-11.4,-229.8,-112.6,-86.8,-19,-5.2,5.8,-509.2,-57.4,-137.8,-1,13.4,10,-98,70.4,-10.2,2,1.8,0.2,-20.4,-53.8,4.4,-0.8,9.8,-2.8,-48,12.6,-51.2,-7,14,11.8,177.4,26.8,93.2,3.8,-15.8,-5.2,17.2,-2.8,10.2,-2.6,13,0.6,-44.4,-14.4,-18.2,-2.8,1.6,3.8,36,19.8,6,0.2,-0.8,1.8,44.8,-7.2,22.8,-15.4,75.6,-7.4,-415.4,-112.4,-49.4,-10.8,69,-16,37.4,-46.2,20.8,4,-11.8,-2.8,559,151.4,46.6,-5.2,-2,8.8,358,148.8,-3,-11.4,69.2,-5.8,332,60,124.8,tilt left
-15.6,-6.4,23.6,-543.2,-133.8,-167.4,4,-9,2,34.4,-52.6,99.4,8.2,-31.4,-6.2,-416.4,-65.2,-119.4,-0.6,-2.8,13.8,-575.6,-130.4,-216.8,-7.6,3.4,-2.2,-305,-1.6,-116.2,-7.6,23,13.6,204.8,6.2,124.6,3.8,-5.6,-3.8,141.6,38.6,34.2,1.6,-3.6,-8.6,-73.4,-0.6,-25.8,0,5,3.2,-80.2,7.6,-30,-1.6,11.6,4.4,145.4,-1.4,62.8,-0.2,-9.4,-5.2,33.2,-5.6,9.6,-2,36,-11.8,-1096.8,-238,-172.6,-9.6,50.2,-12,-773.4,-254.2,-57.4,-15,29,-5,535.8,70.6,123.8,0.8,7.2,-6.2,615.2,158.8,64.6,4.2,30,-16.2,-531.2,-125.4,-125.8,tilt left
20,-49.4,1,180,75.4,228.2,19.4,-33.8,8.4,-313,-78.6,-54.8,9.4,-41,4,-570.8,-155,-323.4,-9.6,-2.4,25,-439,-205,-91,8.2,-20.4,1.4,-14.4,-55.8,159.4,1.2,-19.4,4.8,-410,-97.8,-145.2,4.8,-7,7.8,-652,-184.2,-254.6,-13.2,21,10,148.8,-9,86.8,-1,-9.4,-1,-50,25,2.2,-0.2,10.8,-2.2,89.6,28,24.8,1,-1.2,0.4,44,19,25.4,15.6,-25.2,-23.8,-959.8,-205.4,-202.6,-20.8,55.4,-18.8,-1392.6,-386,-178.8,-34.6,105.8,6.2,319.4,-54.2,207.4,9.2,6,-3.8,1120.6,280.8,177.4,15.4,-52.8,-27.8,-263.8,-0.8,-170.4,tilt left
20,-1.8,-4.6,1053.6,273.2,317.8,19.6,-67.8,-19.4,106,20.4,114.8,20,-65.6,6.4,-1243.4,-195.6,-359.8,-10,14.8,40.4,-469.4,-142.6,-204.2,4.2,-6.4,-3.8,423,-91,242.2,8.6,-42.4,-8.6,-357.4,-54.2,-12.6,8.6,-26.4,14.2,-1150.2,-173.4,-421,-11,42.2,19.2,131.2,-90.4,51.8,-8.8,-3.8,2.2,182.4,-8.2,98,-1.2,-6.8,-2.8,-90.6,50,-30.2,1.2,8,3.6,-274.8,4.4,-99.2,7.2,-8.2,-12.2,-369.6,-22,-125.2,0.4,-2,-37.8,-1145.2,-280.4,-235.2,-26,87.6,-5,-276.8,-222.6,203,-5.4,48.6,14.4,694.2,130,237.6,8,-17.6,-8,527.6,273.8,-103.2,tilt left
17,-57,-3,-356.8,-110.6,-146.4,-3.6,-5.6,24.4,-293.8,44.4,-218.6,8.4,-41.8,-0.2,-305.8,-94,-20.6,4.6,-20.6,-4.6,-147.2,-157.2,47.6,4.6,-17.8,10,-617.8,-89.6,-214.8,-1.2,-1,12,-321.6,-65.2,-59.8,-6.2,0.6,-2,-30.6,-41.2,19.2,0.4,4.8,1.4,-135.6,-13,-20,-1,1.6,4.4,-36,5.8,11.6,-0.6,4.8,-2.2,89.6,1.2,48.2,0,0,-1,-51.8,-7,-1.2,-16.2,61,-15.4,-745.6,-165.8,-126.8,-2.2,59.2,-25.2,-192.4,-96.8,9.8,14.6,1,-9.4,668.6,102.4,154,-6.8,12.6,7.8,303.2,123,35.8,-27.4,71,-1.6,-378,-17.6,-125.2,tilt left
-1.4,-5,34,-0.2,-125.2,-126,10.6,-18.8,2,91,-102,11,0.4,-40.4,-0.8,-490,-37.2,-6.8,5.8,-25.4,11,-539.2,-141.4,-135.4,-4.2,6.8,22.6,-307.8,-140.4,-152.2,0.6,9,-0.6,112.4,-17.4,92.2,-2.4,-6.6,-2.4,-82.4,-12.8,-25.6,3,-3,-9.6,-131.2,9,-39.4,-5,8.6,10,28.8,-27,26.4,1,-3.2,-2.4,-92.4,10.4,-26.2,-3,7.4,-2.2,53.2,-9,31.4,-9.6,28,-18.2,1166.6,303.8,333,6.2,-10.8,-23.6,628.4,254.6,204.2,17.8,-33,13.2,-923.2,-184,-303,2.2,-1.2,12.8,-518.6,-232,-216,-15.8,27.4,-14.6,832,150.8,251.4,tilt left
-1.4,-0.4,3,-52.8,24.8,-18,4.2,10.4,-0.4,169.4,10.6,64.6,1,-9.2,-2.8,-27.6,-20.4,16.4,-4.4,4.8,0.4,-80.2,-1.4,-16.2,4.4,4.8,1,55.8,-12.8,31.4,-3.2,-2.4,-1,-33.8,-0.4,-18.2,-1,2.6,2.8,33.6,0.8,10.8,-2.6,-2.2,-2.2,29,6,16.2,0.2,-0.4,-0.4,-43.8,12.2,-11,1.8,5.4,1.4,42.8,20.4,21.2,-1.2,-0.2,-3,43.4,-19,-2.4,-2.4,32.4,-6.4,-1001,-219.6,-276.4,-11.4,29,-15,-736,-184,-68,-9.4,19,-15,305.6,35.4,182.6,6.6,29,-4.6,467.8,63.6,49.4,1.4,29.4,-8,-354.4,-128.4,-176.6,tilt left
7.8,-16.2,17.6,375,133,89.2,7.8,-19.4,12.8,86.2,36.2,55.2,15.4,-25.6,-10,161.8,-11.6,75.8,9.6,-74.8,-9.6,-579.4,-101.4,-169.6,6.8,6,29.2,-412.6,-228.8,-105.4,-4.2,-19,2.6,-115.2,-101.4,48.4,-2.8,-19.2,4.6,-347,-87.2,-118.4,4.2,-17.2,-4.2,-569.8,-28.4,-162.6,-5.4,24,13.4,138.4,-78.8,93.2,0.6,-14,-3.4,-109.2,10.6,-60.2,-2.6,6.6,-0.6,-85.4,12.8,-2.2,-8.4,32.8,-17.4,-880.8,-134.4,-168.6,-11,63.8,-4.4,-623.8,-149.8,-54.8,1.8,31,-2.4,377.6,30.6,144.6,2.2,4,-16.2,453.8,58.6,77.2,-11.8,28.6,-13.8,-305.2,-33.6,-113,tilt left
28.4,-44.8,-4.4,115.8,-13.8,113.2,8.8,-52.8,9.6,-324.8,-104.8,-128.2,4.4,-35.4,12.6,-671.2,-116.2,-261.8,-5.4,-4,13.4,-263,-149.4,19.8,2.6,-23.4,6.2,-290,-106.6,56.4,10.6,-25.4,-2,-506.8,-117.4,-184.4,-10,15.8,17.4,-396.2,-75.4,-164.4,-4.4,3.2,-0.8,1.6,-52.8,28.8,-0.8,5.4,1.2,39.2,35,19,0,1.2,-3.2,64.2,15,12.6,-0.2,2.2,0.4,-82.8,0.2,-36.4,-7.6,32.2,-11,-849.4,-147.2,-171,-15.8,50,-20,-790,-131.8,-63.4,-8.8,25,-17.8,240.6,9,158.6,13.2,30,0.6,556.4,34.8,107.6,-9,40.6,-7.6,-328.6,-51.6,-124.8,tilt left
25.6,-62.6,0,-130,41.8,-13,3.8,-35.4,17.6,-577.4,-82.4,-279.8,0.6,-13,15.8,-28.2,-131.8,-39.2,3.8,-46,-8.6,-324.2,-123.6,33,-3.4,-5.8,21.8,-669.4,-74.6,-171.4,9.2,-20.2,7.8,-288.2,-157,-44.2,-4.6,9.4,2.8,-218.2,-52.8,-76,-7.8,1,3.2,-274.4,-35.6,-73.8,2,14.8,3.6,102.8,11.2,61.2,-2.4,-4.2,-0.4,47.2,31.6,18,4.6,3.2,-3.8,2,-2,-8,-2.6,35,-4.2,-1076.4,-217.4,-316.4,-12.4,47.2,-16,-647.6,-203.2,-88.8,-9.4,19.6,-20.2,355.6,13.2,187.2,2.4,28,-2.4,360.4,79.4,43.6,-0.4,33,-3.2,-326.6,-84.6,-161.6,tilt left
6,-35.8,-1.2,308.2,171,52.8,8.4,-34.6,-3.8,281.2,59.6,172.2,15.4,-15.2,12.4,331.4,14.8,108,15.8,-53.2,-2.4,-249.8,-114.8,-121,-3.2,-46.8,15.8,-951.8,-133.6,-307.4,-5.4,20.2,13.6,-2,-61.2,71.2,8.2,-33.4,5.4,-257.2,-150.2,-54.4,-1,-5.4,0.2,-306,-59.2,-81.2,-8,-9,7,-510.8,-42.2,-170.2,-1,23.6,8.4,175.6,-0.6,89.2,1.8,-7,-2,-12.6,7.2,-8,-29.6,27,-9.2,-863.8,-156.2,-153.8,-8,47.4,-18.8,-996.4,-232.4,-173.2,23.6,48.8,-15.6,479.2,59.2,142.2,-0.4,3.6,-2.8,866.8,147.6,187,-23.4,3.4,-12.2,-401.8,-46.4,-123.4,tilt left
2.8,-12.8,2,518.6,187.4,34.4,-1.4,-23.8,6,266.4,23.8,81.4,12.8,-38.6,1.4,-173,-44.4,19.6,16.2,-17.2,5,192.2,21.4,22,3.4,-51.8,8.2,-449.6,-176.4,-199.8,2.8,-13.8,6,-312.8,-161.4,-11.6,-5.4,0,11.8,-435.8,-61.8,-79.2,-1.4,-22,4.6,-118,-43.8,51.4,5.2,8,5.4,-225.2,-69.8,-78.6,-3,-3.2,-2.2,-193.8,-16.2,-50,-4.4,9.6,5.2,6.2,6.4,37.2,-7.4,29.6,-16,-566.6,-93.6,-35,1.2,36.2,-27.4,-713.6,-146.2,-115.2,10.4,14.8,-12.4,83.4,-66,24,-4.4,35.2,-0.6,518,54.2,165.8,-14.8,35.8,-10.6,-101,25,55.2,tilt left
8.2,-47,-9,287.6,29.8,119,2.8,0.6,11,340.2,111,139.2,8.2,-35,12,-75.4,34.2,-101.2,17.2,-55.2,-5.2,-277.2,-138.6,-109.6,2.4,-27.8,11.2,-437.4,-154.2,-83.2,-6.6,11,17.2,-246.2,-63.4,-38.8,5,-38.8,2.4,-333.4,-100.4,-75.8,2.2,2.6,1.8,-227.6,-45,-76.4,-6,0.4,4.8,-358.8,-42.8,-101.8,1.4,11.8,2.6,176,-28.2,87.2,-3,-7.6,-3,-91.8,5.4,-24.4,-5,37,-0.2,-846.8,-97.2,-212.6,-9,33.8,2.4,-385,-56.2,-11.2,4.6,-8.4,-25.6,9.4,-87.8,121.2,-10,44.2,-7.6,-64.6,-21.2,-11.2,1,54.4,-10.4,-222,-2.4,-105.2,tilt left
0.4,-7.8,-0.4,661.8,232,-26.2,17.2,-31,-11.6,568.2,121.4,75.2,-2.6,-12.6,16,34.2,1.8,72.2,0,-18.6,16.2,208.4,13.4,71.6,25.4,-52.2,-14.8,186,-71.2,29.8,-1,-54.6,6.4,-744.2,-149.2,-233,-6.2,-1.2,20,-722.8,-89.4,-125.4,-12,16,26.2,372,-38.2,232.4,14.6,-47.8,-18.8,-168,-44.2,0.4,6,-13,-4.6,-870.2,-82.2,-285.4,-20.4,47.2,25.8,65.8,-1.6,43,-7,31.2,-18,-564.2,-170.8,52.8,-7.4,54.8,-20,-853.4,-152.8,-106.6,16.8,16.2,-14.4,527.8,112,123.2,2.4,-13.8,-8.4,494.8,72.4,69.6,-21.8,52.8,-6,-563.2,-139.6,-104.8,tilt left
8.4,-27,-10.2,563.2,162.6,200.6,10.4,-20.2,2.4,194,36.6,72.6,14.2,-32.8,13.2,-153.6,-27.8,-123,-4.6,-32.8,22,-179.8,-101.8,-16.6,8.8,-24.8,-10.4,-171,-112.6,26.2,4.8,-22,8.2,-616.8,-139.6,-190.6,-4.4,-5.6,13.6,-198.6,-64.4,6,-4.6,4.2,11.6,91.8,-72.4,63,8,-24.8,-16.4,-544.4,-54.2,-200.8,-6.6,22.8,12.2,2.6,-18.8,41.2,-0.8,-6.2,0.2,123.6,16.8,19.8,-19.6,111.6,-25,-1293.4,-160.8,-75,6.8,51.6,-20.8,-250,-41,86.6,33,-70.8,-11.4,987.8,49.4,59.2,-18.6,12,3.2,121.2,-4.4,-53.4,-35,118.8,-16.4,-970.6,-119.6,-12,tilt left
-5.6,-15,7.2,631.4,179.6,175.8,8.4,-35.6,0.4,69,40.4,34.8,12.4,-21.2,6.6,-2.8,-81.2,4.4,6.6,-37.8,-1,-50.6,-81,-61.8,-13.6,-30.4,4.6,-489.2,-48.2,-176.2,7.2,-17.2,-3.6,-372,-74,29,5.8,1,12,-41.2,-84.4,74.4,0.4,-19.2,4.2,-507.2,-99.8,-201.6,-7.8,12.2,2,-79.2,-19.4,16.4,6.4,-7.8,-1.8,-52.6,-12.2,0.8,-1.4,4.8,1.4,-182.4,4,-69.8,-13.4,31.6,14.8,-185.8,-60,32.4,4,11.8,-15.8,-549.8,-52.4,-93,2.8,0.6,-22.4,-470.8,38.4,-81,-8.2,40.6,-0.4,-2.6,-21.2,30.2,2,53.2,5.2,145.4,-85.2,49,tilt left
19.8,10.4,-13.8,86.2,-44.6,-2.2,-12.4,22.6,29.4,618,101,-26.6,-16.2,-28.2,7,509.6,228.2,41,21.4,-33.4,-9.4,390.8,116,221.8,11.4,2,13.6,465.2,59.6,135.2,5,-40,-0.2,71.8,-55.8,-28.4,10.2,-72.2,-15.8,-551,-156,-130.2,-15.2,-16,37.8,-458.4,-46.8,-106,12.6,-0.2,0.6,-171.2,-93.2,-16.4,2.8,-33.4,-9.8,-358.8,-102.8,-56.6,-9.6,-2.4,17.8,-400.8,-56.2,-95,5.6,27.8,-2.6,-1120,-163.4,-280.4,-17.8,60.6,1.2,-663.6,-92.4,-86.2,-6.2,14.2,-12.8,249.8,52.4,197.4,12,22.8,-18.6,279,-8.4,145.2,3.6,55,-7.6,-541.6,-130.2,-239.2,tilt left
